S. No. (Col.1),State/UT (Col.2),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - I (Col.3),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - V (Col.4),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - R (Col.5),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - I (Col.6),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - V (Col.7),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - R (Col.8),"SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt * (Section 325,326,326A & 326B IPC) - I (Col.9)","SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt * (Section 325,326,326A & 326B IPC) - V (Col.10)","SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt * (Section 325,326,326A & 326B IPC) - R (Col.11)",SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on ST Women to Outrage Her Modesty(Total) - I (Col.12),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on ST Women to Outrage Her Modesty(Total) - V (Col.13),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on ST Women to Outrage Her Modesty(Total) - R (Col.14),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on Women (Section 354) - I (Col.12A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on Women (Section 354) - V (Col.13A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on Women (Section 354) - R (Col.14A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - I (Col.12B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - V (Col.13B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - R (Col.14B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women With Intent to Disrobe (Sec.354B IPC) - I (Col.12C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women With Intent to Disrobe (Sec.354B IPC) - V (Col.13C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women With Intent to Disrobe (Sec.354B IPC) - R (Col.14C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - I (Col.12D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - V (Col.13D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - R (Col.14D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Stalking (Section 354D IPC) - I (Col.12E),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Stalking (Section 354D IPC) - V (Col.13E),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Stalking (Section 354D IPC) - R (Col.14E),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of ST Women (Sec 509 IPC) - I (Col.15),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of ST Women (Sec 509 IPC) - V (Col.16),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of ST Women (Sec 509 IPC) - R (Col.17),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - I (Col.18),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - V (Col.19),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - R (Col.20),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - I (Col.18A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - V (Col.19A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - R (Col.20A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - I (Col.18B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - V (Col.19B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - R (Col.20B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - I (Col.18C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - V (Col.19C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - R (Col.20C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of ST Women to Compel Her For Marriage (Sec 366 IPC) - I (Col.18D),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of ST Women to Compel Her For Marriage (Sec 366 IPC) - V (Col.19D),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of ST Women to Compel Her For Marriage (Sec 366 IPC) - R (Col.20D),"SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec.363A, 365, 366A, 366B, 367, 368, 369 IPC) - I (Col.18E)","SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec.363A, 365, 366A, 366B, 367, 368, 369 IPC) - V (Col.19E)","SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec.363A, 365, 366A, 366B, 367, 368, 369 IPC) - R (Col.20E)",SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - I (Col.21),SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - V (Col.22),SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - R (Col.23),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - I (Col.24),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - V (Col.25),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - R (Col.26),"SC/ST(Prevention of Atrocities) Act r/w IPC - Riots (Sections 147, 148, 149, 150 & 151 IPC) - I (Col.27)","SC/ST(Prevention of Atrocities) Act r/w IPC - Riots (Sections 147, 148, 149, 150 & 151 IPC) - V (Col.28)","SC/ST(Prevention of Atrocities) Act r/w IPC - Riots (Sections 147, 148, 149, 150 & 151 IPC) - R (Col.29)",SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - I (Col.30),SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - V (Col.31),SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - R (Col.32),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - I (Col.33),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - V (Col.34),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - R (Col.35),"SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - I (Col.36)","SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - V (Col.37)","SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - R (Col.38)",SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - I (Col.39),SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - V (Col.40),SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - R (Col.41),SC/ST(Prevention of Atrocities) Act r/w IPC - Total SC/ST (POA) Act r/w IPC - I (Col.42),SC/ST(Prevention of Atrocities) Act r/w IPC - Total SC/ST (POA) Act r/w IPC - V (Col.43),SC/ST(Prevention of Atrocities) Act r/w IPC - Total SC/ST (POA) Act r/w IPC - R (Col.44),SC/ST (Prevention of Atrocities) Act only (without IPC) - I (Col.45),SC/ST (Prevention of Atrocities) Act only (without IPC) - V (Col.46),SC/ST (Prevention of Atrocities) Act only (without IPC) - R (Col.47),Total of SC/ST (Prevention of Atrocities) Act (with & without IPC) - I (Col.48),Total of SC/ST (Prevention of Atrocities) Act (with & without IPC) - V (Col.49),Total of SC/ST (Prevention of Atrocities) Act (with & without IPC) - R (Col.50),Protection of Civil Rights Act against STs - I (Col.51),Protection of Civil Rights Act against STs - V (Col.52),Protection of Civil Rights Act against STs - R (Col.53),Total Crime/Atrocities against Scheduled Tribes - I (Col.54),Total Crime/Atrocities against Scheduled Tribes - V (Col.55),Total Crime/Atrocities against Scheduled Tribes - R (Col.56)
27,Uttar Pradesh,0,0,0,0,0,0,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2,3,3,0.3,1,1,0.1,4,4,0.4,0,0,0,4,4,0.4
28,Uttarakhand,0,0,0,0,0,0,0,0,0,1,1,0.3,1,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7,1,1,0.3,3,3,1,0,0,0,3,3,1
29,West Bengal,0,0,0,2,2,0,4,5,0.1,12,12,0.2,10,10,0.2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0.1,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,35,37,0.7,62,67,1.2,21,22,0.4,83,89,1.6,0,0,0,83,89,1.6
Total (States),Total (States),139,145,0.1,93,108,0.1,144,161,0.1,835,840,0.8,446,446,0.4,294,298,0.3,50,51,0,7,7,0,38,38,0,31,31,0,162,165,0.2,60,60,0.1,1,1,0,2,2,0,51,51,0,48,51,0,972,973,0.9,13,13,0,143,236,0.1,10,10,0,6,10,0,13,15,0,3156,3249,3,5717,5956,5.5,835,892,0.8,6552,6848,6.3,4,8,0,6556,6856,6.3
30,A & N Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,4,8,14,6,10,21,0,0,0,6,10,21
31,Chandigarh,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
32,D&N Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.1,2,2,1.1,0,0,0,2,2,1.1
33,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Delhi,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2,2,NA,2,2,NA,0,0,NA,2,2,NA
35,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6,1,1,1.6,0,0,0,1,1,1.6
36,Puducherry,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,NA,0,0,NA,1,1,NA,0,0,NA,1,1,NA
Total (UTs),Total (UTs),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4,2,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.1,9,13,3.2,12,16,4.2,0,0,0,12,16,4.2
Total (All-India),Total (All-India),139,145,0.1,93,108,0.1,144,161,0.1,835,840,0.8,446,446,0.4,294,298,0.3,50,51,0,7,7,0,38,38,0,31,31,0,163,166,0.2,60,60,0.1,1,1,0,2,2,0,51,51,0,49,52,0,974,975,0.9,13,13,0,143,236,0.1,10,10,0,6,10,0,13,15,0,3156,3249,3,5720,5959,5.5,844,905,0.8,6564,6864,6.3,4,8,0,6568,6872,6.3
