S. No. (Col.1),State/UT (Col.2),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - I (Col.3),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - V (Col.4),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - R (Col.5),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - I (Col.6),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - V (Col.7),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - R (Col.8),"SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt (Section 325,326,326A & 326B IPC) - I (Col.9)","SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt (Section 325,326,326A & 326B IPC) - V (Col.10)","SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt (Section 325,326,326A & 326B IPC) - R (Col.11)",SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on SC Women to Outrage Her Modesty (Total) - I (Col.12),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on SC Women to Outrage Her Modesty (Total) - V (Col.13),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on SC Women to Outrage Her Modesty (Total) - R (Col.14),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on Women (Section 354) - I (Col.12A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on Women (Section 354) - V (Col.13A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on Women (Section 354) - R (Col.14A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - I (Col.12B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - V (Col.13B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - R (Col.14B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women with intent to Disrobe (Sec.354B IPC) - I (Col.12C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women with intent to Disrobe (Sec.354B IPC) - V (Col.13C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women with intent to Disrobe (Sec.354B IPC) - R (Col.14C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - I (Col.12D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - V (Col.13D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - R (Col.14D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Stalking (Section 354D IPC) - I (Col.12E),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Stalking (Section 354D IPC) - V (Col.13E),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Stalking (Section 354D IPC) - R (Col.14E),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of SC Women (Sec 509 IPC) - I (Col.15),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of SC Women (Sec 509 IPC) - V (Col.16),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of SC Women (Sec 509 IPC) - R (Col.17),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - I (Col.18),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - V (Col.19),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - R (Col.20),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - I (Col.18A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - V (Col.19A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - R (Col.20A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - I (Col.18B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - V (Col.19B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - R (Col.20B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - I (Col.18C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - V (Col.19C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - R (Col.20C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of SC Women to Compel her for Marriage (Sec 366 IPC) - I (Col.18D),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of SC Women to Compel Her For Marriage (Sec 366 IPC) - V (Col.19D),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of SC Women to Compel her For Marriage (Sec 366 IPC) - R (Col.20D),"SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec 363A, 365, 366A, 366B, 367, 368, 369 IPC) - I (Col.18E)","SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec 363A, 365, 366A, 366B, 367, 368, 369 IPC) - V (Col.19E)","SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec 363A, 365, 366A, 366B, 367, 368, 369 IPC) - R (Col.20E)",SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - I (Col.21),SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - V (Col.22),SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - R (Col.23),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - I (Col.24),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - V (Col.25),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - R (Col.26),SC/ST(Prevention of Atrocities) Act r/w IPC - Rioting (Sections 147 to 151 IPC) - I (Col.27),SC/ST(Prevention of Atrocities) Act r/w IPC - Rioting (Sections 147 to 151 IPC) - V (Col.28),SC/ST(Prevention of Atrocities) Act r/w IPC - Rioting (Sections 147 to 151 IPC) - R (Col.29),SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - I (Col.30),SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - V (Col.31),SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - R (Col.32),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - I (Col.33),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - V (Col.34),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - R (Col.35),"SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - I (Col.36)","SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - V (Col.37)","SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - R (Col.38)",SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - I (Col.39),SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - V (Col.40),SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - R (Col.41),SC/ST(Prevention of Atrocities) Act r/w IPC - Total Crime/Atrocities under SC/ST (POA) Act r/w IPC - I (Col.42),SC/ST(Prevention of Atrocities) Act r/w IPC - Total Crime/Atrocities under SC/ST (POA) Act r/w IPC - V (Col.43),SC/ST(Prevention of Atrocities) Act r/w IPC - Total Crime/Atrocities under SC/ST (POA) Act r/w IPC - R (Col.44),SC/ST (Prevention of Atrocities) Act only (Without IPC) - I (Col.45),SC/ST (Prevention of Atrocities) Act only (Without IPC) - V (Col.46),SC/ST (Prevention of Atrocities) Act only (Without IPC) - R (Col.47),Total of SC/ST (Prevention of Atrocities) Act (With & Without IPC) - I (Col.48),Total of SC/ST (Prevention of Atrocities) Act (With & Without IPC) - V (Col.49),Total of SC/ST (Prevention of Atrocities) Act (With & Without IPC) - R (Col.50),Protection of Civil Rights Act against SCs - I (Col.51),Protection of Civil Rights Act against SCs - V (Col.52),Protection of Civil Rights Act against SCs - R (Col.53),Total Crime/ Atrocities Against Scheduled Caste - I (Col.54),Total Crime/ Atrocities Against Scheduled Caste - V (Col.55),Total Crime/ Atrocities Against Scheduled Caste - R (Col.56)
25,Telangana,32,32,0.6,21,21,0.4,33,33,0.6,83,83,1.5,36,36,0.7,28,28,0.5,2,2,0,0,0,0,17,17,0.3,16,16,0.3,16,22,0.3,4,4,0.1,0,0,0,1,1,0,3,3,0.1,8,14,0.1,160,160,2.9,4,4,0.1,1,1,0,0,0,0,0,0,0,2,2,0,733,752,13.5,1101,1126,20.3,428,470,7.9,1529,1596,28.1,0,0,0,1529,1596,28.1
26,Tripura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Uttar Pradesh,271,274,0.7,220,220,0.5,378,382,0.9,1014,1014,2.5,16,16,0,874,874,2.1,105,105,0.3,5,5,0,14,14,0,0,0,0,483,483,1.2,16,16,0,9,9,0,1,1,0,455,455,1.1,2,2,0,557,557,1.3,77,77,0.2,891,933,2.2,22,22,0.1,3,3,0,44,48,0.1,5401,5414,13.1,9361,9427,22.6,1065,1065,2.6,10426,10492,25.2,0,0,0,10426,10492,25.2
28,Uttarakhand,8,8,0.4,0,0,0,2,2,0.1,6,6,0.3,4,4,0.2,1,1,0.1,0,0,0,0,0,0,1,1,0.1,0,0,0,2,2,0.1,2,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.6,0,0,0,2,2,0.1,0,0,0,0,0,0,0,0,0,4,4,0.2,36,36,1.9,29,29,1.5,65,65,3.4,0,0,0,65,65,3.4
29,West Bengal,2,2,0,1,2,0,2,5,0,11,11,0.1,9,9,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,68,72,0.3,93,101,0.4,26,26,0.1,119,127,0.6,0,0,0,119,127,0.6
Total (States),Total (States),786,799,0.4,732,760,0.4,1070,1148,0.5,3170,3176,1.6,1267,1272,0.6,1467,1468,0.7,283,283,0.1,19,19,0,134,134,0.1,78,78,0,855,866,0.4,152,156,0.1,11,11,0,5,5,0,559,560,0.3,128,134,0.1,2536,2540,1.3,148,148,0.1,1725,2114,0.9,58,58,0,26,28,0,168,174,0.1,24324,24966,12.3,35676,36855,18,5042,5243,2.5,40718,42098,20.5,25,32,0,40743,42130,20.6
30,A & N Islands,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
31,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,1,1,0.5,0,0,0,1,1,0.5
32,D&N Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Delhi,0,0,0,1,1,0,1,1,0,2,2,0.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.1,16,16,0.6,37,39,1.3,53,55,1.9,1,1,0,54,56,1.9
35,Lakshadweep,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
36,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,1,2,29,1,1,1,0.5,3,30,1.5
Total (UTs),Total (UTs),0,0,0,1,1,0,1,1,0,2,2,0.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.1,16,16,0.5,40,69,1.2,56,85,1.7,2,2,0.1,58,87,1.8
Total (All-India),Total (All-India),786,799,0.4,733,761,0.4,1071,1149,0.5,3172,3178,1.6,1268,1273,0.6,1467,1468,0.7,284,284,0.1,19,19,0,134,134,0.1,81,81,0,855,866,0.4,152,156,0.1,11,11,0,5,5,0,559,560,0.3,128,134,0.1,2541,2545,1.3,148,148,0.1,1725,2114,0.9,58,58,0,26,28,0,168,174,0.1,24328,24970,12.1,35692,36871,17.7,5082,5312,2.5,40774,42183,20.2,27,34,0,40801,42217,20.3
