States/ UTs,District,Murder - Total,Murder - Infanticide,Murder - Other Murder,Rape,Kidnapping & Abduction,Foeticide,Abetment to Suicide,Exposure and Abandonment,Procuration of Minor Girls,Buying of Girls for Prostitution,Selling of Girls for Prostitution,Child Marriage Restraint Act,Other Crimes Committed against children,Total Crimes Committed against Children
Bihar,Araria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Arwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Aurangabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Bagaha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Banka,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Begusarai,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Bettiah,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Bhabhua,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bihar,Bhagalpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Bhojpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Buxar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Darbhanga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Gaya,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bihar,Gopalganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Jamalpur Rly.,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Bihar,Jamui,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Jehanabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Katihar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Katihar Rly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Khagaria,2,0,2,3,6,0,0,0,7,0,0,0,4,22
Bihar,Kishanganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Lakhisarai,5,0,5,0,4,0,0,0,0,0,0,0,0,9
Bihar,Madhepura,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Bihar,Madhubani,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Motihari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Munger,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bihar,Muzaffarpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Muzaffarpur Rly.,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Bihar,Nalanda,3,0,3,0,5,0,0,0,1,0,0,0,0,9
Bihar,Naugachia,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Bihar,Nawadah,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Patna,0,0,0,0,2,0,0,1,0,0,0,0,1,4
Bihar,Patna Rly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Purnea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Rohtas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Saharsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Samastipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Saran,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Sheikhpura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Sheohar,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bihar,Sitamarhi,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bihar,Siwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Supaul,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Vaishali,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Total,10,0,10,3,26,1,0,1,9,0,0,1,6,57
Chhattisgarh,Balrampur,3,0,0,0,0,0,0,0,0,0,0,0,3,3
Chhattisgarh,Bilaspur,0,0,3,28,3,0,0,1,0,0,0,26,61,122
Chhattisgarh,Bizapur,1,0,0,0,0,0,0,0,0,0,0,0,3,3
Chhattisgarh,Dantewara,0,0,0,2,1,0,0,0,0,0,0,0,3,6
Chhattisgarh,Dhamtari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Durg,3,0,3,10,0,0,0,0,0,0,0,0,193,206
Chhattisgarh,G.R.P Raipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Jagdalpur,4,0,4,5,3,0,0,0,0,0,0,0,90,102
Chhattisgarh,Janjgir,0,1,0,8,7,0,0,4,0,0,0,0,0,20
Chhattisgarh,Jashpur,1,0,0,1,0,0,0,0,0,0,0,0,16,17
Chhattisgarh,Kabirdham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Kanker,0,0,0,0,0,0,0,1,0,0,0,0,5,6
Chhattisgarh,Korba,3,0,3,10,0,0,0,2,0,0,0,0,7,22
Chhattisgarh,Koriya,1,0,1,34,5,0,0,3,0,0,0,0,0,43
Chhattisgarh,Mahasamund,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Raigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Raipur,9,5,4,35,10,0,1,3,0,0,0,0,26,84
Chhattisgarh,Rajnandgaon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Sarguja,3,0,0,49,16,0,0,3,0,0,0,0,27,95
Chhattisgarh,Total,28,6,18,182,45,0,1,17,0,0,0,26,434,729
Goa,North Goa,1,0,1,6,2,0,0,3,0,0,0,0,8,20
Goa,South Goa,1,0,1,1,2,0,0,2,2,0,0,0,3,11
Goa,Total,2,0,2,7,4,0,0,5,2,0,0,0,11,31
Gujarat,Ahmedabad Commr.,4,0,4,8,52,0,0,2,0,0,0,0,20,86
Gujarat,Ahmedabad Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Ahwa-Dang,0,0,0,1,0,0,0,0,0,0,0,0,1,2
Gujarat,Amreli,3,0,3,0,12,0,0,3,0,0,0,0,1,19
Gujarat,Anand,1,0,1,2,1,1,0,6,0,0,0,0,3,14
Gujarat,Bharuch,0,0,0,0,0,0,0,0,0,0,0,0,19,19
Gujarat,Bhavnagar,7,0,7,8,11,0,0,6,0,0,0,29,60,121
Gujarat,Dahod,0,0,0,0,1,0,0,0,0,0,0,0,12,13
Gujarat,Gandhinagar,0,0,0,0,3,0,0,8,0,0,0,0,0,11
Gujarat,Himatnagar,0,0,0,0,0,0,0,0,0,0,0,3,3,6
Gujarat,Jamnagar,9,0,9,2,0,0,0,0,0,0,0,1,1,13
Gujarat,Junagadh,4,0,4,1,0,0,0,4,0,0,0,1,12,22
Gujarat,Kheda North,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Gujarat,Kutch,3,0,3,1,21,0,0,4,0,0,0,1,1,31
Gujarat,Mehsana,1,0,1,3,3,0,0,2,0,0,0,0,5,14
Gujarat,Narmada,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Navsari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Palanpur,2,0,2,3,12,5,0,9,0,0,0,0,0,31
Gujarat,Panchmahal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Patan,3,0,3,1,5,0,0,2,0,0,0,0,0,11
Gujarat,Porbandar,1,0,1,0,1,0,0,1,0,0,0,0,7,10
Gujarat,Rajkot Commr.,5,3,2,6,30,0,1,4,0,0,0,0,4,50
Gujarat,Rajkot Rural,7,1,6,1,12,0,0,10,0,0,0,2,11,43
Gujarat,Surat Commr.,8,0,8,15,43,0,0,9,0,0,0,0,0,75
Gujarat,Surat Rural,0,0,0,1,1,2,0,0,0,0,0,0,1,5
Gujarat,Surendranagar,1,0,1,5,14,1,0,1,0,0,0,1,12,35
Gujarat,Vadodara Commr.,2,0,2,3,10,0,0,0,0,0,0,0,5,20
Gujarat,Vadodara Rural,7,0,7,4,41,0,0,0,0,0,0,0,0,52
Gujarat,Valsad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,W. Rly,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Gujarat,Total,68,4,64,67,273,9,1,76,0,0,0,38,178,710
Haryana,Ambala,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Haryana,Bhiwani,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Faridabad,6,4,2,11,14,1,0,0,0,0,0,0,27,59
Haryana,Fatehabad,1,0,1,0,0,0,0,0,0,0,0,0,1,2
Haryana,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Gurgaon,2,0,2,1,5,3,0,4,0,0,0,0,0,15
Haryana,Hissar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Jhajjar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Jind,3,0,3,6,6,0,0,0,0,0,0,0,0,15
Haryana,Kaithal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Karnal,2,0,2,32,5,0,0,2,0,0,0,0,10,51
Haryana,Kurukshetra,0,0,0,1,1,0,0,0,0,0,0,0,0,2
Haryana,Mahendragarh,2,0,2,3,2,0,0,0,0,0,0,0,0,7
Haryana,Panchkula,0,0,0,4,1,0,0,0,0,0,0,0,0,5
Haryana,Panipat,2,2,0,23,20,0,0,3,0,0,0,0,9,57
Haryana,Rewari,3,0,3,3,0,0,0,4,0,0,1,0,2,13
Haryana,Rohtak,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Haryana,Sirsa,1,0,1,0,0,2,0,2,0,0,0,0,1,6
Haryana,Sonipat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Yamunanagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Total,22,6,16,84,54,6,0,15,0,0,1,1,52,235
Himachal Pradesh,Bilaspur,0,0,0,1,0,0,0,0,0,0,0,1,0,2
Himachal Pradesh,Chamba,1,0,1,1,1,0,0,0,0,0,0,0,0,3
Himachal Pradesh,G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Hamirpur,0,0,0,0,3,0,0,2,0,0,0,0,0,5
Himachal Pradesh,Kangra,2,0,2,1,4,6,0,0,0,0,0,0,0,13
Himachal Pradesh,Kinnaur,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Himachal Pradesh,Kullu,0,0,0,9,7,0,0,4,0,0,0,0,2,22
Himachal Pradesh,Lahaul-Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Mandi,1,0,1,2,0,0,0,1,0,0,0,1,0,5
Himachal Pradesh,Shimla,1,0,1,6,0,0,0,0,0,0,0,0,0,7
Himachal Pradesh,Sirmaur,0,0,0,3,5,0,0,0,0,0,0,0,1,9
Himachal Pradesh,Solan,0,0,0,3,4,0,0,1,0,0,0,0,8,16
Himachal Pradesh,Una,0,0,0,0,0,0,0,0,3,0,0,0,5,8
Himachal Pradesh,Total,5,0,5,26,24,6,0,8,3,0,0,3,16,91
Jammu & Kashmir,Anantnag,1,1,0,4,23,0,0,1,0,0,0,0,2,31
Jammu & Kashmir,Awantipora,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Baramulla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Border,0,0,0,1,0,0,0,0,0,0,0,0,2,3
Jammu & Kashmir,Budgam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Doda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Ganderbal,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Jammu & Kashmir,Handwara,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kargil,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kathua,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kulgam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kupwara,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Leh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Poonch,1,0,1,0,0,1,0,1,0,0,0,0,0,3
Jammu & Kashmir,Pulwama,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Rajouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Ramban,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Reasi,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jammu & Kashmir,Srinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Udhampur,0,0,0,2,0,0,0,1,0,0,0,0,0,3
Jammu & Kashmir,Total,2,1,1,7,23,2,0,4,0,0,0,0,4,42
Jharkhand,Bokaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Chaibasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Chatra,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Deoghar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Dhanbad,0,0,0,17,9,0,0,0,0,0,0,0,24,50
Jharkhand,Dhanbad Rly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Dumka,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Garhwa,0,0,0,4,1,0,0,0,0,0,0,0,0,5
Jharkhand,Giridih,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Jharkhand,Godda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Gumla,0,0,0,8,2,0,0,0,4,0,0,0,3,17
Jharkhand,Hazaribagh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Jamshedpur,1,0,1,12,9,0,0,0,0,0,0,0,0,22
Jharkhand,Jamshedpur Rly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Jamtara,0,0,0,2,0,0,0,0,1,0,0,0,12,15
Jharkhand,Koderma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Latehar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Lohardagga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Pakur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Palamu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Ranchi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Sahebganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Saraikela,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Simdega,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Jharkhand,Total,3,1,2,43,21,0,0,0,5,0,0,0,39,111
Karnataka,Bagalkot,3,0,3,0,2,0,0,0,0,0,0,0,0,5
Karnataka,Bangalore Commr.,2,0,2,3,2,0,0,0,0,0,1,0,0,8
Karnataka,Bangalore Rural,3,3,0,2,2,0,0,0,3,0,0,0,0,10
Karnataka,Belgaum,13,0,13,2,1,0,0,3,0,0,0,0,0,19
Karnataka,Bellary,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Bidar,0,0,0,0,4,0,0,5,0,0,0,0,0,9
Karnataka,Bijapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Chamarajnagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Chickmagalur,0,0,0,8,2,0,0,0,0,0,0,0,2,12
Karnataka,Chitradurga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Dakshin Kannada,0,0,0,0,1,0,0,1,0,0,0,0,0,2
Karnataka,Davanagere,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Dharwad Commr.,2,0,2,1,3,7,0,0,0,0,0,0,1,14
Karnataka,Dharwad Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Gadag,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Karnataka,Gulbarga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Hassan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Haveri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,K.G.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Kodagu,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Karnataka,Kolar,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Karnataka,Koppal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Mandya,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Mysore Commr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Mysore Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Raichur,5,0,5,3,5,0,0,0,0,0,0,0,3,16
Karnataka,Railways,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Shimoga,0,0,0,0,0,0,0,0,4,0,0,0,0,4
Karnataka,Tumkur,0,0,0,0,1,0,0,0,0,0,0,1,1,3
Karnataka,Udupi,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Karnataka,Uttar Kannada,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Karnataka,Total,28,3,25,19,23,7,0,10,7,0,1,1,18,114
Kerala,Alapuzha,2,0,2,0,0,0,0,0,0,0,0,0,0,2
Kerala,CBCID,2,0,2,0,0,0,0,0,0,0,0,0,0,2
Kerala,Ernakulam,5,1,4,0,4,0,0,1,3,0,0,0,1,14
Kerala,Idukki,5,0,5,2,0,0,0,0,0,0,0,0,3,10
Kerala,Kannur,6,0,6,2,2,0,0,0,0,0,0,0,6,16
Kerala,Kasargod,6,0,6,0,2,0,0,1,0,0,0,0,6,15
Kerala,Kollam,6,0,6,18,5,0,0,0,0,0,0,0,18,47
Kerala,Kottayam,0,0,0,2,2,0,0,2,0,0,0,0,0,6
Kerala,Kozhikode,6,0,6,5,1,0,0,1,0,0,0,4,4,21
Kerala,Malappuram,8,0,8,6,1,0,0,0,0,0,0,1,6,22
Kerala,Palakkad,9,0,9,9,5,2,0,3,0,0,0,0,7,35
Kerala,Pathanamthitta,1,0,1,0,0,0,0,0,3,0,0,0,3,7
Kerala,Railways,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Kerala,Thrissur,5,0,5,1,1,0,0,0,0,0,0,0,10,17
Kerala,Trivandrum,2,0,2,6,5,0,0,0,0,0,0,1,0,14
Kerala,Wayanadu,1,0,1,3,1,0,0,1,0,0,0,0,4,10
Kerala,Total,64,1,63,54,31,2,0,9,6,0,0,6,68,240
Madhya Pradesh,Balaghat,3,0,3,39,3,0,0,0,0,0,1,0,3,49
Madhya Pradesh,Barwani,0,0,0,15,3,0,0,2,0,0,0,0,31,51
Madhya Pradesh,Betul,1,0,1,25,6,1,0,7,0,0,0,0,0,40
Madhya Pradesh,Bhind,7,0,7,5,1,0,0,2,0,0,0,0,102,117
Madhya Pradesh,Bhopal,2,0,2,17,6,0,0,0,0,0,0,1,0,26
Madhya Pradesh,Bhopal Rly.,1,0,1,1,0,0,0,8,0,0,0,0,2,12
Madhya Pradesh,Chhatarpur,1,0,1,26,3,0,0,0,0,0,0,0,102,132
Madhya Pradesh,Chhindwara,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Damoh,0,0,0,0,0,0,0,0,0,0,0,0,20,20
Madhya Pradesh,Datiya,2,0,2,6,4,1,0,2,0,0,0,0,3,18
Madhya Pradesh,Dewas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Dhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Dindori,2,0,2,10,1,0,0,1,0,0,0,0,0,14
Madhya Pradesh,Guna,2,0,2,32,1,0,0,3,0,0,0,0,166,204
Madhya Pradesh,Gwalior,2,0,2,6,17,0,0,6,1,0,0,0,27,59
Madhya Pradesh,Harda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Hoshangabad,1,0,1,0,0,0,0,0,0,0,0,0,17,18
Madhya Pradesh,Indore,0,0,0,7,1,0,0,0,0,0,0,0,17,25
Madhya Pradesh,Indore Rly.,0,0,0,0,0,0,0,8,0,0,0,0,0,8
Madhya Pradesh,Jabalpur,0,0,0,7,1,0,0,0,0,0,0,0,65,73
Madhya Pradesh,Jabalpur Rly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Jhabua,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Katni,4,0,4,15,0,0,0,1,0,0,0,0,71,91
Madhya Pradesh,Khandwa,10,8,2,47,14,0,0,0,0,0,0,0,78,149
Madhya Pradesh,Khargon,3,0,3,0,0,0,0,3,0,0,0,0,0,6
